1	0	201645	0
2	0	201645	0
3	0	201645	0
1	0	175389	0
2	0	175389	0
3	0	175389	0
1	0	234238	0
2	0	234238	0
3	0	234238	0
1	0	233077	0
2	0	233077	0
3	0	233077	0
1	0	221411	2
2	0	221411	2
3	0	221411	2
1	0	120787	0
2	0	120787	0
3	0	120787	0
1	0	121219	0
2	0	121219	0
3	0	121219	0
1	0	174220	2
2	0	174220	2
3	0	174220	2
1	0	175390	1
2	0	175390	1
3	0	175390	1
1	0	201643	0
2	0	201643	0
3	0	201643	0
1	0	173259	1
2	0	173259	1
3	0	173259	1
1	0	177183	1
2	0	177183	1
3	0	177183	1
1	0	137641	2
2	0	137641	2
3	0	137641	2
1	0	174397	2
2	0	174397	2
3	0	174397	2
1	0	175674	0
2	0	175674	0
3	0	175674	0
1	0	176499	0
2	0	176499	0
3	0	176499	0
1	0	128913	1
2	0	128913	1
3	0	128913	1
1	0	7972	0
2	0	7972	0
3	0	7972	0
1	0	175849	1
2	0	175849	1
3	0	175849	1
1	0	135787	0
2	0	135787	0
3	0	135787	0
28	0	139368	0
29	0	139368	0
30	0	139368	0
28	0	176771	0
29	0	176771	0
30	0	176771	0
28	0	255636	0
29	0	255636	0
30	0	255636	0
28	0	125706	0
29	0	125706	0
30	0	125706	0
28	0	175771	1
29	0	175771	1
30	0	175771	1
28	0	176805	0
29	0	176805	0
30	0	176805	0
28	0	176564	0
29	0	176564	0
30	0	176564	0
28	0	175159	0
29	0	175159	0
30	0	175159	0
28	0	233077	2
29	0	233077	2
30	0	233077	2
28	0	125757	2
29	0	125757	2
30	0	125757	2
28	0	153663	0
29	0	153663	0
30	0	153663	0
28	0	176840	0
29	0	176840	0
30	0	176840	0
28	0	115817	2
29	0	115817	2
30	0	115817	2
28	0	115773	0
29	0	115773	0
30	0	115773	0
28	0	177298	0
29	0	177298	0
30	0	177298	0
28	0	139361	0
29	0	139361	0
30	0	139361	0
28	0	122924	2
29	0	122924	2
30	0	122924	2
28	0	139363	0
29	0	139363	0
30	0	139363	0
28	0	126473	1
29	0	126473	1
30	0	126473	1
28	0	115140	0
29	0	115140	0
30	0	115140	0
31	0	123470	0
32	0	123470	0
33	0	123470	0
31	0	176805	1
32	0	176805	1
33	0	176805	1
31	0	246319	0
32	0	246319	0
33	0	246319	0
31	0	176840	1
32	0	176840	1
33	0	176840	1
31	0	175441	0
32	0	175441	0
33	0	175441	0
31	0	115140	0
32	0	115140	0
33	0	115140	0
31	0	232887	0
32	0	232887	0
33	0	232887	0
31	0	120734	0
32	0	120734	0
33	0	120734	0
31	0	177298	0
32	0	177298	0
33	0	177298	0
31	0	255636	0
32	0	255636	0
33	0	255636	0
31	0	232752	0
32	0	232752	0
33	0	232752	0
31	0	115773	0
32	0	115773	0
33	0	115773	0
31	0	115817	0
32	0	115817	0
33	0	115817	0
31	0	175201	0
32	0	175201	0
33	0	175201	0
31	0	175139	0
32	0	175139	0
33	0	175139	0
31	0	78548	0
32	0	78548	0
33	0	78548	0
31	0	174170	0
32	0	174170	0
33	0	174170	0
31	0	116256	1
32	0	116256	1
33	0	116256	1
31	0	125706	0
32	0	125706	0
33	0	125706	0
31	0	176771	1
32	0	176771	1
33	0	176771	1
34	0	63097	1
35	0	63097	1
36	0	63097	1
34	0	115817	0
35	0	115817	0
36	0	115817	0
34	0	123276	1
35	0	123276	1
36	0	123276	1
34	0	234238	0
35	0	234238	0
36	0	234238	0
34	0	174193	0
35	0	174193	0
36	0	174193	0
34	0	175977	0
35	0	175977	0
36	0	175977	0
34	0	9234	1
35	0	9234	1
36	0	9234	1
34	0	162855	0
35	0	162855	0
36	0	162855	0
34	0	115774	0
35	0	115774	0
36	0	115774	0
34	0	175795	0
35	0	175795	0
36	0	175795	0
34	0	9175	0
35	0	9175	0
36	0	9175	0
34	0	175968	0
35	0	175968	0
36	0	175968	0
34	0	218963	0
35	0	218963	0
36	0	218963	0
34	0	177298	2
35	0	177298	2
36	0	177298	2
34	0	174192	0
35	0	174192	0
36	0	174192	0
34	0	51882	2
35	0	51882	2
36	0	51882	2
34	0	175419	0
35	0	175419	0
36	0	175419	0
34	0	115773	1
35	0	115773	1
36	0	115773	1
34	0	63057	0
35	0	63057	0
36	0	63057	0
34	0	98429	1
35	0	98429	1
36	0	98429	1
37	0	54592	0
38	0	54592	0
39	0	54592	0
37	0	175456	0
38	0	175456	0
39	0	175456	0
37	0	176771	1
38	0	176771	1
39	0	176771	1
37	0	175835	0
38	0	175835	0
39	0	175835	0
37	0	174021	1
38	0	174021	1
39	0	174021	1
37	0	123740	0
38	0	123740	0
39	0	123740	0
37	0	174474	0
38	0	174474	0
39	0	174474	0
37	0	125736	0
38	0	125736	0
39	0	125736	0
37	0	176840	0
38	0	176840	0
39	0	176840	0
37	0	174409	0
38	0	174409	0
39	0	174409	0
37	0	255418	0
38	0	255418	0
39	0	255418	0
37	0	125745	0
38	0	125745	0
39	0	125745	0
37	0	125706	0
38	0	125706	0
39	0	125706	0
37	0	120734	0
38	0	120734	0
39	0	120734	0
37	0	177298	1
38	0	177298	1
39	0	177298	1
37	0	162838	2
38	0	162838	2
39	0	162838	2
37	0	255636	0
38	0	255636	0
39	0	255636	0
37	0	175706	1
38	0	175706	1
39	0	175706	1
37	0	173851	2
38	0	173851	2
39	0	173851	2
37	0	176805	1
38	0	176805	1
39	0	176805	1
40	0	177298	0
41	0	177298	0
42	0	177298	0
40	0	122503	0
41	0	122503	0
42	0	122503	0
40	0	175448	1
41	0	175448	1
42	0	175448	1
40	0	175713	1
41	0	175713	1
42	0	175713	1
40	0	54865	1
41	0	54865	1
42	0	54865	1
40	0	255636	1
41	0	255636	1
42	0	255636	1
40	0	174404	0
41	0	174404	0
42	0	174404	0
40	0	175704	0
41	0	175704	0
42	0	175704	0
40	0	176771	0
41	0	176771	0
42	0	176771	0
40	0	125706	0
41	0	125706	0
42	0	125706	0
40	0	177215	0
41	0	177215	0
42	0	177215	0
40	0	173226	1
41	0	173226	1
42	0	173226	1
40	0	173235	1
41	0	173235	1
42	0	173235	1
40	0	54576	2
41	0	54576	2
42	0	54576	2
40	0	175242	0
41	0	175242	0
42	0	175242	0
40	0	54578	2
41	0	54578	2
42	0	54578	2
40	0	230660	0
41	0	230660	0
42	0	230660	0
40	0	230575	0
41	0	230575	0
42	0	230575	0
40	0	176840	0
41	0	176840	0
42	0	176840	0
40	0	125766	0
41	0	125766	0
42	0	125766	0
43	0	124727	2
44	0	124727	2
45	0	124727	2
43	0	123470	2
44	0	123470	2
45	0	123470	2
43	0	173249	0
44	0	173249	0
45	0	173249	0
43	0	123495	1
44	0	123495	1
45	0	123495	1
43	0	125745	1
44	0	125745	1
45	0	125745	1
43	0	9275	1
44	0	9275	1
45	0	9275	1
43	0	136091	1
44	0	136091	1
45	0	136091	1
43	0	7926	1
44	0	7926	1
45	0	7926	1
43	0	246327	0
44	0	246327	0
45	0	246327	0
43	0	175215	0
44	0	175215	0
45	0	175215	0
43	0	175160	2
44	0	175160	2
45	0	175160	2
43	0	173976	0
44	0	173976	0
45	0	173976	0
43	0	173977	0
44	0	173977	0
45	0	173977	0
43	0	116256	2
44	0	116256	2
45	0	116256	2
43	0	175305	0
44	0	175305	0
45	0	175305	0
43	0	8018	1
44	0	8018	1
45	0	8018	1
43	0	125771	1
44	0	125771	1
45	0	125771	1
43	0	121990	1
44	0	121990	1
45	0	121990	1
43	0	7992	1
44	0	7992	1
45	0	7992	1
43	0	7972	0
44	0	7972	0
45	0	7972	0
46	0	176309	0
47	0	176309	0
48	0	176309	0
46	0	177298	1
47	0	177298	1
48	0	177298	1
46	0	128901	2
47	0	128901	2
48	0	128901	2
46	0	176650	0
47	0	176650	0
48	0	176650	0
46	0	176805	0
47	0	176805	0
48	0	176805	0
46	0	175447	1
47	0	175447	1
48	0	175447	1
46	0	54589	1
47	0	54589	1
48	0	54589	1
46	0	120734	0
47	0	120734	0
48	0	120734	0
46	0	175326	2
47	0	175326	2
48	0	175326	2
46	0	125706	0
47	0	125706	0
48	0	125706	0
46	0	175852	2
47	0	175852	2
48	0	175852	2
46	0	175669	0
47	0	175669	0
48	0	175669	0
46	0	176840	0
47	0	176840	0
48	0	176840	0
46	0	175439	2
47	0	175439	2
48	0	175439	2
46	0	119212	0
47	0	119212	0
48	0	119212	0
46	0	175497	1
47	0	175497	1
48	0	175497	1
46	0	175432	1
47	0	175432	1
48	0	175432	1
46	0	255636	0
47	0	255636	0
48	0	255636	0
46	0	174448	0
47	0	174448	0
48	0	174448	0
46	0	176771	0
47	0	176771	0
48	0	176771	0
49	0	125706	0
50	0	125706	0
51	0	125706	0
49	0	174339	1
50	0	174339	1
51	0	174339	1
49	0	136551	0
50	0	136551	0
51	0	136551	0
49	0	136524	2
50	0	136524	2
51	0	136524	2
49	0	173259	0
50	0	173259	0
51	0	173259	0
49	0	54543	0
50	0	54543	0
51	0	54543	0
49	0	128814	0
50	0	128814	0
51	0	128814	0
49	0	233392	0
50	0	233392	0
51	0	233392	0
49	0	137620	1
50	0	137620	1
51	0	137620	1
49	0	175147	0
50	0	175147	0
51	0	175147	0
49	0	173245	1
50	0	173245	1
51	0	173245	1
49	0	218963	0
50	0	218963	0
51	0	218963	0
49	0	174448	0
50	0	174448	0
51	0	174448	0
49	0	173960	0
50	0	173960	0
51	0	173960	0
49	0	176499	0
50	0	176499	0
51	0	176499	0
49	0	175419	0
50	0	175419	0
51	0	175419	0
49	0	136409	2
50	0	136409	2
51	0	136409	2
49	0	137632	0
50	0	137632	0
51	0	137632	0
49	0	123470	2
50	0	123470	2
51	0	123470	2
49	0	176926	1
50	0	176926	1
51	0	176926	1
52	0	174156	0
53	0	174156	0
54	0	174156	0
52	0	54549	0
53	0	54549	0
54	0	54549	0
52	0	174514	1
53	0	174514	1
54	0	174514	1
52	0	174211	2
53	0	174211	2
54	0	174211	2
52	0	173407	0
53	0	173407	0
54	0	173407	0
52	0	176840	2
53	0	176840	2
54	0	176840	2
52	0	177298	2
53	0	177298	2
54	0	177298	2
52	0	9205	1
53	0	9205	1
54	0	9205	1
52	0	176771	0
53	0	176771	0
54	0	176771	0
52	0	176805	2
53	0	176805	2
54	0	176805	2
52	0	173364	0
53	0	173364	0
54	0	173364	0
52	0	174206	0
53	0	174206	0
54	0	174206	0
52	0	120734	0
53	0	120734	0
54	0	120734	0
52	0	125706	0
53	0	125706	0
54	0	125706	0
52	0	175202	2
53	0	175202	2
54	0	175202	2
52	0	175357	2
53	0	175357	2
54	0	175357	2
52	0	174320	2
53	0	174320	2
54	0	174320	2
52	0	255636	0
53	0	255636	0
54	0	255636	0
52	0	255366	0
53	0	255366	0
54	0	255366	0
52	0	174298	1
53	0	174298	1
54	0	174298	1
55	0	174358	1
56	0	174358	1
57	0	174358	1
55	0	175689	0
56	0	175689	0
57	0	175689	0
55	0	175409	2
56	0	175409	2
57	0	175409	2
55	0	125771	2
56	0	125771	2
57	0	125771	2
55	0	176840	0
56	0	176840	0
57	0	176840	0
55	0	177181	0
56	0	177181	0
57	0	177181	0
55	0	121990	1
56	0	121990	1
57	0	121990	1
55	0	177298	0
56	0	177298	0
57	0	177298	0
55	0	174266	1
56	0	174266	1
57	0	174266	1
55	0	174490	1
56	0	174490	1
57	0	174490	1
55	0	255636	0
56	0	255636	0
57	0	255636	0
55	0	124030	2
56	0	124030	2
57	0	124030	2
55	0	125520	0
56	0	125520	0
57	0	125520	0
55	0	176805	1
56	0	176805	1
57	0	176805	1
55	0	162855	0
56	0	162855	0
57	0	162855	0
55	0	174410	1
56	0	174410	1
57	0	174410	1
55	0	176761	2
56	0	176761	2
57	0	176761	2
55	0	115175	2
56	0	115175	2
57	0	115175	2
55	0	125706	2
56	0	125706	2
57	0	125706	2
55	0	176771	2
56	0	176771	2
57	0	176771	2
4	0	115773	0
5	0	115773	0
6	0	115773	0
4	0	174504	2
5	0	174504	2
6	0	174504	2
4	0	162838	0
5	0	162838	0
6	0	162838	0
4	0	255418	1
5	0	255418	1
6	0	255418	1
4	0	174203	1
5	0	174203	1
6	0	174203	1
4	0	80427	0
5	0	80427	0
6	0	80427	0
4	0	116256	0
5	0	116256	0
6	0	116256	0
4	0	174505	1
5	0	174505	1
6	0	174505	1
4	0	115817	0
5	0	115817	0
6	0	115817	0
4	0	175343	2
5	0	175343	2
6	0	175343	2
4	0	174229	0
5	0	174229	0
6	0	174229	0
4	0	176562	2
5	0	176562	2
6	0	176562	2
4	0	176771	0
5	0	176771	0
6	0	176771	0
4	0	124836	0
5	0	124836	0
6	0	124836	0
4	0	176805	0
5	0	176805	0
6	0	176805	0
4	0	177298	0
5	0	177298	0
6	0	177298	0
4	0	174246	0
5	0	174246	0
6	0	174246	0
4	0	176840	0
5	0	176840	0
6	0	176840	0
4	0	177826	2
5	0	177826	2
6	0	177826	2
4	0	175607	0
5	0	175607	0
6	0	175607	0
58	0	176543	2
59	0	176543	2
60	0	176543	2
58	0	115140	0
59	0	115140	0
60	0	115140	0
58	0	176771	0
59	0	176771	0
60	0	176771	0
58	0	125706	0
59	0	125706	0
60	0	125706	0
58	0	152088	2
59	0	152088	2
60	0	152088	2
58	0	152701	2
59	0	152701	2
60	0	152701	2
58	0	116256	0
59	0	116256	0
60	0	116256	0
58	0	49738	2
59	0	49738	2
60	0	49738	2
58	0	176805	0
59	0	176805	0
60	0	176805	0
58	0	176840	0
59	0	176840	0
60	0	176840	0
58	0	120734	0
59	0	120734	0
60	0	120734	0
58	0	162838	0
59	0	162838	0
60	0	162838	0
58	0	246327	2
59	0	246327	2
60	0	246327	2
58	0	246319	1
59	0	246319	1
60	0	246319	1
58	0	246315	1
59	0	246315	1
60	0	246315	1
58	0	177298	0
59	0	177298	0
60	0	177298	0
58	0	177821	2
59	0	177821	2
60	0	177821	2
58	0	21257	1
59	0	21257	1
60	0	21257	1
58	0	255636	0
59	0	255636	0
60	0	255636	0
58	0	187593	2
59	0	187593	2
60	0	187593	2
61	0	173851	1
62	0	173851	1
63	0	173851	1
61	0	128913	0
62	0	128913	0
63	0	128913	0
61	0	114087	2
62	0	114087	2
63	0	114087	2
61	0	114503	0
62	0	114503	0
63	0	114503	0
61	0	9175	0
62	0	9175	0
63	0	9175	0
61	0	54670	1
62	0	54670	1
63	0	54670	1
61	0	174121	0
62	0	174121	0
63	0	174121	0
61	0	173533	0
62	0	173533	0
63	0	173533	0
61	0	119477	0
62	0	119477	0
